S,E,I,R,H
50981.3,309.33,172.89,1295955.046232547,0
53485.04,483.37,266.1,1303903.2254773402,0
55482.66,784.08,426.97,1312163.1947221952,0
56612.66,1305.63,701.96,1320955.823966983,0
56280.01,2164.43,1173,1330677.8032118387,0
53806.4,3435.17,1885.78,1341887.0624846132,0
52177.3,2870.81,2035.35,1354650.1217294687,0
49421.14,3773.41,2166.77,1367091.4309742565,0
44597.27,4810.57,2867.38,1380896.7002191117,0
38974.78,5305.51,3340.04,1396270.7594639054,0
33854.42,5040.68,3361.28,1412353.8787366734,0
30205.22,4212.2,2956.16,1427955.8479815288,0
28239.11,3229.56,2340.8,1442239.127226322,0
28891.51,1643.23,1459.4,1454773.6264711777,0
30965.46,808.52,714.55,1464998.4057159724,0
33563.88,421.36,364.4,1473856.4649887404,0
36415.93,232.32,194.45,1482082.5742335962,0
39190.5,247.88,161.97,1490044.0934783884,0
41953.05,256.28,163.79,1497990.4927232438,0
44660.71,279.38,174.98,1505967.7119680375,0
47426.11,230.61,170.29,1513974.9412408676,0
50108.87,292.14,175.6,1521944.5104856626,0
52638.56,372.74,219.99,1530008.9997305186,0
54953.19,504.89,292.57,1538208.808975312,0
57244.27,479.26,336.9,1546618.1982201675,0
59627.03,503.38,295.12,1554972.2674929337,0
61462.64,767.22,426.78,1563460.3267377273,0
62628.24,1169.23,650.54,1572388.1259825826,0
62742.94,1796.53,995.95,1582019.8852273715,0
61382.88,2677.44,1503.18,1592710.974472227,0
58153.23,3785.04,2159.24,1604896.133717021,0
53095.94,4855.81,2885.8,1618875.2629898577,0
50176.43,3503.48,2672.89,1634079.182234647,0
47815.63,3515.66,2209.64,1647610.221479441,0
44789.84,3671.08,2345.5,1661063.9007242965,0
41980.94,3559.82,2343.89,1674704.839969086,0
39725.66,3234.22,2183.79,1688164.9892419172,0
38227.61,2796.82,1922.75,1701080.648486711,0
37472.03,2336.2,1635.42,1713303.3477315668,0
38308.71,1339.34,1142.55,1724675.5669763617,0
40308.31,706.99,603.73,1734566.3062212171,0
42747.23,388.95,324.53,1743443.7954939872,0
45428.95,222.16,181.59,1751790.9747387755,0
48063.35,228.21,148.42,1759902.8639836311,0
50663.97,241.83,153.06,1768003.1532284194,0
53216.22,266.75,164.99,1776133.2224732751,0
55804,225.81,167.95,1784302.5917460516,0
58316.19,279.58,165.56,1792458.1909909071,0
60696.95,352.34,210.53,1800678.8702357016,0
62899.96,460.75,270.78,1809026.369480557,0
65040.8,449.32,317.73,1817569.1787253458,0
67338.87,435.07,259.3,1826062.9579981149,0
69220.03,635.96,358.92,1834600.4572429704,0
70607.04,930.76,519.32,1843477.416487759,0
71263.83,1364.9,770.03,1852854.9457326147,0
70842.05,2004.64,1130.97,1862995.2149774095,0
68976.04,2859.57,1632.1,1874224.3342501817,0
65466.56,3837.74,2226.7,1886880.2134950373,0
62994.63,3063.21,2266.28,1900806.262739831,0
60995.22,3190.1,1945.37,1913718.8619846783,0
57733.73,3672.5,2272.12,1926890.371229472,0
54000.9,3960.78,2514.88,1940811.3305023059,0
50313.42,3949.67,2584.57,1955159.3997471,0
47111.34,3678.39,2465.58,1969470.9189919555,0
44715.64,3210.3,2197.29,1983322.1682367495,0
44337.13,1921.03,1617.13,1996289.277481605,0
45734.07,998.57,858.39,2007292.7067543778,0
47780.45,536.27,457.38,2016828.805999163,0
50172.56,295.28,249.62,2025604.6152440174,0
52532.66,282.45,187.46,2034038.674488808,0
54874.77,284.69,184.92,2042416.0337336636,0
57190.07,297.22,188.17,2050804.123006441,0
59555.25,249.13,184.3,2059210.0722512302,0
61938.32,263.27,163.67,2067552.661496086,0
64213.38,304.24,184.47,2075935.0007408804,0
66385.05,363.59,218.56,2084389.059985736,0
68544.15,340.58,243.83,2092946.8692584978,0
70870.19,289.11,181.5,2101453.7985033537,0
72972.87,388.51,226.27,2109926.117748148,0
74851.72,518.05,299.7,2118563.4669930036,0
76415.81,701.05,406.35,2127428.8962377985,0
77532.76,965.72,557.41,2136615.385510571,0
78022.17,1340.98,769.96,2146257.3347554263,0
